id,symbol,name,polygon_pos_contract_hash,ethereum_contract_hash,avalanche_contract_hash,solana_contract_hash,circulating_supply,total_supply,max_supply,ath,ath_date,atl,atl_date,last_updated
telos,TLOS,Telos,NaN,0x7825e833d495f3d1c28872415a4aee339d26ac88,NaN,NaN,256716747.3489,355208370.6674,NaN,1.43,2022-02-07T22:19:46.965Z,0.00119321,2020-12-04T16:07:02.145Z,2022-02-24T23:14:07.541Z
tenset,10SET,Tenset,NaN,0x7ff4169a6b5122b664c51c95727d87750ec07c84,NaN,NaN,88030169.26464619,199056234.5,199056234.5,6.48,2021-05-30T05:40:19.103Z,0.839528,2021-04-02T09:00:30.568Z,2022-02-24T23:13:42.750Z
terra-luna,LUNA,Terra,NaN,NaN,NaN,NaN,382554032.168497,796071749.340115,1000000000.0,103.34,2021-12-27T02:13:02.051Z,0.121798,2020-03-18T17:03:01.083Z,2022-02-24T23:13:51.032Z
terrausd,UST,TerraUSD,NaN,NaN,NaN,NaN,12458794342.8327,12457280327.2791,NaN,1.092,2021-01-11T22:30:57.984Z,0.857992,2021-05-19T13:14:26.898Z,2022-02-24T23:14:21.638Z
tether,USDT,Tether,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0xdac17f958d2ee523a2206206994597c13d831ec7,0xc7198437980c041c805a1edcba50c1ce5db95118,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,79474606868.8809,79474606868.8809,NaN,1.32,2018-07-24T00:00:00.000Z,0.572521,2015-03-02T00:00:00.000Z,2022-02-24T23:12:01.146Z
tether-eurt,EURT,Euro Tether,NaN,0xc581b735a1688071a1746c968e0798d642ede491,NaN,NaN,205998829.98,400000050.0,400000050.0,1.31,2021-09-02T00:28:44.121Z,1.047,2021-12-04T05:29:46.350Z,2022-02-24T23:13:08.702Z
tether-gold,XAUT,Tether Gold,NaN,0x68749665ff8d2d112fa859aa293f07a622782f38,NaN,NaN,226289.072,226289.072,NaN,2096.29,2021-05-19T12:57:30.922Z,1447.84,2020-03-19T13:45:41.821Z,2022-02-24T23:13:06.271Z
tezos,XTZ,Tezos,NaN,NaN,NaN,NaN,877931422.030755,NaN,NaN,9.12,2021-10-04T00:41:18.025Z,0.350476,2018-12-07T00:00:00.000Z,2022-02-24T23:13:46.331Z
the-graph,GRT,The Graph,0x5fe2b58c013d7601147dcdd68c143a77499f5531,0xc944e90c64b2c07662a292be6244bdf05cda44a7,0x8a0cac13c7da965a312f08ea4229c37869e85cb9,NaN,6157231561.0,10000000000.0,10000000000.0,2.84,2021-02-12T07:28:45.775Z,0.103254,2020-12-17T21:28:41.332Z,2022-02-24T23:14:06.902Z
the-sandbox,SAND,The Sandbox,0xbbba073c31bf03b8acf7c28ef0738decf3695683,0x3845badade8e6dff049820680d1f14bd3903a5d0,NaN,NaN,1088944772.2233226,3000000000.0,3000000000.0,8.4,2021-11-25T06:04:40.957Z,0.02897764,2020-11-04T15:59:14.441Z,2022-02-24T23:13:46.042Z
theta-fuel,TFUEL,Theta Fuel,NaN,NaN,NaN,NaN,0.0,5301200000.0,NaN,0.68159,2021-06-09T06:50:55.818Z,0.00090804,2020-03-13T02:30:37.972Z,2022-02-24T23:14:14.536Z
theta-token,THETA,Theta Network,NaN,NaN,NaN,NaN,1000000000.0,1000000000.0,NaN,15.72,2021-04-16T13:15:11.190Z,0.04039979,2020-03-13T02:24:16.483Z,2022-02-24T23:14:08.351Z
thorchain,RUNE,THORChain,NaN,NaN,NaN,NaN,300755174.9386705,500000000.0,500000000.0,20.87,2021-05-19T00:30:09.436Z,0.00851264,2019-09-28T00:00:00.000Z,2022-02-24T23:13:20.333Z
tokemak,TOKE,Tokemak,NaN,0x2e9d63788249371f1dfc918a52f8d799f4a38c94,NaN,NaN,9839422.727245606,100000000.0,100000000.0,79.02,2021-11-04T00:35:29.799Z,8.38,2021-08-07T09:59:23.245Z,2022-02-24T23:13:14.383Z
tomb,TOMB,Tomb,0x0e98c977b943f06075b2d795794238fbfb9b9a34,NaN,0xb84527d59b6ecb96f433029ecc890d4492c5dce1,NaN,142995089.321975,142995089.321975,NaN,17.82,2021-06-07T12:38:32.907Z,0.03824614,2021-09-05T20:57:43.477Z,2022-02-24T23:13:03.982Z
tomb-shares,TSHARE,Tomb Shares,NaN,NaN,NaN,NaN,39127.672143296,65585.45,70000.0,24382.0,2022-01-04T07:03:37.653Z,16.38,2021-09-05T20:32:34.366Z,2022-02-24T23:13:52.973Z
tribe-2,TRIBE,Tribe,NaN,0xc7283b66eb1eb5fb86327f08e1b5816b0720212b,NaN,NaN,455015530.80485964,1000000000.0,1000000000.0,2.45,2021-04-03T23:33:40.147Z,0.547699,2021-07-20T03:53:41.657Z,2022-02-24T23:13:22.272Z
tron,TRX,TRON,NaN,NaN,NaN,NaN,101757244838.332,101900409184.273,NaN,0.231673,2018-01-05T00:00:00.000Z,0.00180434,2017-11-12T00:00:00.000Z,2022-02-24T23:13:43.589Z
true-usd,TUSD,TrueUSD,0x2e1ad108ff1d8c782fcbbb89aad783ac49586756,0x0000000000085d4780b73119b644ae5ecd22b376,0x1c20e891bab6b1727d14da358fae2984ed9b59eb,NaN,1467676424.76053,1467676424.76053,NaN,1.62,2018-08-26T20:41:09.375Z,0.88355,2020-03-12T10:47:51.380Z,2022-02-24T23:14:18.773Z
trust-wallet-token,TWT,Trust Wallet Token,NaN,NaN,NaN,NaN,346951186.0,1000000000.0,NaN,1.64,2021-09-05T04:29:59.672Z,0.00277641,2020-06-09T09:15:06.983Z,2022-02-24T23:14:08.356Z
ufo-gaming,UFO,UFO Gaming,NaN,0x249e38ea4102d0cf8264d3701f1a0e39c4f2dc3b,NaN,NaN,25757575757575.0,25757575757575.0,25757575757575.0,5.569e-05,2021-11-25T13:49:41.018Z,3.5011e-07,2021-07-20T11:27:13.554Z,2022-02-24T23:14:06.157Z
ultra,UOS,Ultra,NaN,0xd13c7342e1ef687c5ad21b27c2b65d772cab5c8c,NaN,NaN,270391922.2376,1000000000.0,NaN,2.49,2021-11-25T07:59:48.825Z,0.02137354,2019-09-02T00:00:00.000Z,2022-02-24T23:12:44.437Z
uma,UMA,UMA,NaN,0x04fa0d235c4abf4bcf4787af4cf447de572ef828,0x3bd2b1c7ed8d396dbb98ded3aebb41350a5b2339,NaN,65359776.34040559,106242428.226372,106242428.226372,41.56,2021-02-04T11:27:11.433Z,0.303625,2020-04-29T17:00:41.760Z,2022-02-24T23:13:50.902Z
uniswap,UNI,Uniswap,0xb33eaad8d922b1083446dc23f610c2567fb5180f,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0x8ebaf22b6f053dffeaf46f4dd9efa95d89ba8580,NaN,456489583.4010546,1000000000.0,1000000000.0,44.92,2021-05-03T05:25:04.822Z,1.03,2020-09-17T01:20:38.214Z,2022-02-24T23:13:41.865Z
usd-coin,USDC,USD Coin,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,53134761705.6879,53121986560.0639,NaN,1.17,2019-05-08T00:40:28.300Z,0.891848,2021-05-19T13:14:05.611Z,2022-02-24T23:13:31.160Z
vechain,VET,VeChain,NaN,NaN,NaN,NaN,66760741299.0,86712634466.0,NaN,0.280991,2021-04-19T01:08:21.675Z,0.00191713,2020-03-13T02:29:59.652Z,2022-02-24T23:13:37.485Z
velas,VLX,Velas,NaN,0x8c543aed163909142695f2d2acd0d55791a9edb9,NaN,NaN,2266945509.8681,2266945511.33006,NaN,0.568966,2022-01-04T23:29:18.319Z,0.01225373,2019-10-16T00:00:00.000Z,2022-02-24T23:12:14.228Z
victoria-vr,VR,Victoria VR,NaN,0x7d5121505149065b562c789a0145ed750e6e8cdd,NaN,NaN,784606920.0,16800000000.0,NaN,0.615957,2021-12-10T18:45:35.946Z,0.16928,2022-02-24T13:49:34.623Z,2022-02-24T23:13:48.929Z
vulcan-forged,PYR,Vulcan Forged,0x430ef9263e76dae63c84292c3409d61c598e9682,0x430ef9263e76dae63c84292c3409d61c598e9682,NaN,NaN,23897700.0,50000000.0,50000000.0,49.24,2021-12-01T08:38:57.006Z,1.16,2021-06-22T12:55:49.177Z,2022-02-24T23:14:15.120Z
vvs-finance,VVS,VVS Finance,NaN,NaN,NaN,NaN,7826989068441.48,39613255427869.8,100000000000000.0,0.00033093,2021-11-15T10:53:45.925Z,2.291e-05,2022-01-24T14:15:32.201Z,2022-02-24T23:10:03.884Z
waves,WAVES,Waves,NaN,0x1cf4592ebffd730c7dc92c1bdffdfc3b9efcf29a,NaN,NaN,100000000.0,100000000.0,NaN,43.01,2021-05-04T06:49:41.528Z,0.130878,2016-08-02T00:00:00.000Z,2022-02-24T23:14:30.625Z
wax,WAXP,WAX,NaN,NaN,NaN,NaN,1958587852.19744,3770303327.0,3770303327.0,2.77,2018-01-09T00:00:00.000Z,0.01594711,2019-12-30T16:39:58.981Z,2022-02-24T23:14:17.322Z
wazirx,WRX,WazirX,0x72d6066f486bd0052eefb9114b66ae40e0a6031a,NaN,NaN,NaN,456517027.331867,1000000000.0,NaN,5.88,2021-04-05T06:58:37.399Z,0.04757088,2020-02-05T07:19:43.950Z,2022-02-24T23:14:15.874Z
wink,WIN,WINkLink,NaN,NaN,NaN,NaN,961737300000.0,999000000000.0,NaN,0.00289424,2021-04-05T20:24:01.448Z,4.185e-05,2020-03-13T02:23:00.686Z,2022-02-24T23:13:24.482Z
wonderland,TIME,Wonderland,NaN,NaN,0xb54f16fb19478766a268f172c9480f8da1a7c9c3,NaN,900255.24860699,2181772.99711992,956739.552054461,10063.72,2021-11-07T19:15:45.691Z,261.88,2022-01-27T17:54:06.427Z,2022-02-24T23:12:43.502Z
woo-network,WOO,WOO Network,0x1b815d120b3ef02039ee11dc2d33de7aa4a8c603,0x4691937a7508860f876c9c0a2a617e7d9e945d4b,0xabc9547b534519ff73921b1fba6e672b5f58d083,E5rk3nmgLUuKUiS94gg4bpWwWwyjCMtddsAXkTFLtHEy,907050335.817188,2989743329.7114,3000000000.0,1.78,2021-11-15T13:44:18.437Z,0.02211546,2021-01-04T10:19:13.803Z,2022-02-24T23:13:46.725Z
wrapped-bitcoin,WBTC,Wrapped Bitcoin,0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x50b7545627a5162f82a992c33b87adc75187b218,NaN,263062.3168523,263062.3168523,263062.3168523,70643.0,2021-11-10T14:40:19.650Z,3139.17,2019-04-02T00:00:00.000Z,2022-02-24T23:14:21.256Z
xdce-crowd-sale,XDC,XDC Network,NaN,,NaN,NaN,12238141964.0,37599520715.0,NaN,0.192754,2021-08-21T04:39:48.324Z,0.00039532,2019-07-22T00:00:00.000Z,2022-02-24T23:11:41.577Z
xido-finance,XIDO,Xido Finance,NaN,0xf6650117017ffd48b725b4ec5a00b414097108a7,NaN,NaN,28314463.6406,100000000.0,NaN,481.05,2021-06-09T18:56:55.804Z,5.59,2022-01-22T23:25:30.083Z,2022-02-24T23:12:54.055Z
xsgd,XSGD,XSGD,NaN,0x70e8de73ce538da2beed35d14187f6959a8eca96,NaN,NaN,253321142.525912,25896139.87,NaN,1.36,2021-11-14T11:25:59.333Z,0.620483,2021-05-19T13:21:15.750Z,2022-02-24T23:13:09.333Z
xsushi,XSUSHI,xSUSHI,NaN,0x8798249c2e607446efb7ad49ec89dd1865ff4272,NaN,NaN,57582038.2605711,57582038.2605711,NaN,26.33,2021-03-13T23:01:02.266Z,3.53,2022-02-24T11:19:47.112Z,2022-02-24T23:13:00.647Z
xyo-network,XYO,XYO Network,NaN,0x55296f69f40ea6d20e478533c15a6b08b654e758,NaN,NaN,12463715145.674498,13931233275.0,NaN,0.081391,2021-11-06T04:44:55.346Z,9.672e-05,2020-03-13T02:24:24.303Z,2022-02-24T23:13:50.877Z
yearn-finance,YFI,yearn.finance,0xda537104d6a5edd53c6fbba9a898708e465260b6,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,0x9eaac1b23d935365bd7b542fe22ceee2922f52dc,NaN,35692.624968711796,36666.0,36666.0,90787.0,2021-05-12T00:29:37.713Z,31.65,2020-07-18T12:26:27.150Z,2022-02-24T23:14:05.072Z
yield-guild-games,YGG,Yield Guild Games,NaN,0x25f8087ead173b73d6e8b84329989a8eea16cf73,NaN,NaN,87906250.0,1000000000.0,1000000000.0,11.17,2021-11-20T16:49:03.371Z,0.964722,2021-07-29T03:27:56.715Z,2022-02-24T23:14:02.831Z
yoshi-exchange,YOSHI,Yoshi.exchange,NaN,NaN,NaN,NaN,130877918.110736,153000000.0,1000000000.0,2.19,2022-01-17T00:24:24.345Z,0.704877,2021-12-20T14:36:59.711Z,2022-02-24T23:11:47.907Z
zcash,ZEC,Zcash,NaN,NaN,NaN,NaN,12158812.6662968,21000000.0,21000000.0,3191.93,2016-10-29T00:00:00.000Z,19.75,2020-03-13T02:20:55.002Z,2022-02-24T23:13:28.608Z
zelcash,FLUX,Flux,NaN,NaN,NaN,NaN,227369517.249574,440000000.0,NaN,3.33,2022-01-03T10:18:02.680Z,0.01640374,2021-01-13T05:29:57.987Z,2022-02-24T23:11:54.855Z
zencash,ZEN,Horizen,NaN,NaN,NaN,NaN,12102543.75,21000000.0,NaN,165.92,2021-05-08T06:00:30.087Z,3.26,2019-10-17T00:00:00.000Z,2022-02-24T23:13:51.333Z
zenon,ZNN,Zenon,NaN,NaN,NaN,NaN,0.0,415154.8,NaN,74.93,2021-11-01T22:41:07.171Z,0.144582,2020-11-24T06:29:46.719Z,2022-02-24T23:13:52.666Z
zilliqa,ZIL,Zilliqa,NaN,NaN,NaN,NaN,13980821809.9605,21000000000.0,NaN,0.255376,2021-05-06T17:33:45.940Z,0.00239616,2020-03-13T02:22:55.161Z,2022-02-24T23:13:32.517Z
zipmex-token,ZMT,Zipmex Token,NaN,0xaa602de53347579f86b996d2add74bb6f79462b2,NaN,NaN,87683045.14,200000000.0,200000000.0,5.88,2021-04-15T03:31:38.559Z,0.201346,2021-11-13T23:08:53.988Z,2022-02-24T23:13:14.212Z
